Time	Channel A	Channel B
(us)	(V)	(V)

-0.00400000	-0.17830339	0.17651944
-0.00300000	0.25928888	0.12137057
-0.00200000	0.60820621	0.10100885
-0.00100000	0.81517595	0.11860237
0.00000000	0.83304626	0.15944882
0.00100000	0.65997171	0.21758120
0.00200000	0.32246554	0.28158835
0.00300000	-0.12847564	0.34156618
0.00400000	-0.52300692	0.37395424
0.00500000	-0.80508733	0.37453863
0.00600000	-0.87210876	0.33938238
0.00700000	-0.71413630	0.27334523
0.00800000	-0.39262426	0.20610851
0.00900000	0.04684424	0.14736098
0.01000000	0.44275960	0.11251231
0.01100000	0.73569757	0.10706816
0.01200000	0.85202384	0.13327387
0.01300000	0.77396035	0.18719243
0.01400000	0.50959647	0.25132260
0.01500000	0.09984006	0.31616017
0.01600000	-0.32074311	0.35992864
0.01700000	-0.69183683	0.37629184
0.01800000	-0.86423475	0.35885212
0.01900000	-0.81336123	0.31040847
0.02000000	-0.57040477	0.24612451
0.02100000	-0.16910680	0.17525837
0.02200000	0.24470964	0.12561515
0.02300000	0.60965180	0.10442298
0.02400000	0.81594485	0.11611097
0.02500000	0.83169293	0.15911049
0.02600000	0.65498894	0.22047244
0.02700000	0.31422243	0.29136935
0.02800000	-0.10605315	0.34378076
0.02900000	-0.54493725	0.36980191
0.03000000	-0.81114668	0.36687991
0.03100000	-0.86740279	0.33541462
0.03200000	-0.71472073	0.28005046
0.03300000	-0.37330830	0.20918430
0.03400000	0.03478716	0.15074433
0.03500000	0.44937253	0.11318897
0.03600000	0.73717397	0.10734498
0.03700000	0.85396159	0.13398130
0.03800000	0.77325296	0.18654650
0.03900000	0.50876600	0.25744340
0.04000000	0.11515748	0.31880537
0.04100000	-0.34974778	0.36180487
0.04200000	-0.69174457	0.37333909
0.04300000	-0.86242002	0.35153174
0.04400000	-0.81803644	0.30499509
0.04500000	-0.56382257	0.24080339
0.04600000	-0.18746924	0.17651944
0.04700000	0.25618234	0.12137057
0.04800000	0.61128199	0.10085507
0.04900000	0.82434177	0.11783341
0.05000000	0.84205830	0.16175567
0.05100000	0.66230929	0.22659326
0.05200000	0.32169661	0.29056963
0.05300000	-0.12862943	0.34387302
0.05400000	-0.52300692	0.37318528
0.05500000	-0.80508733	0.37438485
0.05600000	-0.87210876	0.33938238
0.05700000	-0.71413630	0.27334523
0.05800000	-0.39262426	0.20610851
0.05900000	0.04684424	0.14736098
0.06000000	0.44291338	0.11251231
0.06100000	0.73646653	0.10706816
0.06200000	0.84968626	0.13327387
0.06300000	0.76494831	0.18719243
0.06400000	0.50061518	0.25132260
0.06500000	0.09753322	0.31616017
0.06600000	-0.31982037	0.35992864
0.06700000	-0.69091409	0.37629184
0.06800000	-0.86669534	0.35885212
0.06900000	-0.82311147	0.31040847
0.07000000	-0.57707924	0.24612451
0.07100000	-0.16243233	0.17525837
0.07200000	0.25442913	0.12561515
0.07300000	0.61211246	0.10442298
0.07400000	0.81517595	0.11611097
0.07500000	0.83153909	0.15911049
0.07600000	0.65498894	0.22047244
0.07700000	0.31422243	0.29136935
0.07800000	-0.10589936	0.34378076
0.07900000	-0.54416829	0.36980191
0.08000000	-0.81345350	0.36687991
0.08100000	-0.87638408	0.33541462
0.08200000	-0.72370201	0.28005046
0.08300000	-0.37564591	0.20918430
0.08400000	0.03555610	0.15074433
0.08500000	0.44952634	0.11318897
0.08600000	0.73717397	0.10734498
0.08700000	0.85396159	0.13398130
0.08800000	0.77325296	0.18654650
0.08900000	0.50876600	0.25744340
0.09000000	0.11515748	0.31880537
0.09100000	-0.34974778	0.36180487
0.09200000	-0.69189835	0.37333909
0.09300000	-0.86318898	0.35153174
0.09400000	-0.81572956	0.30499509
0.09500000	-0.55484128	0.24080339
0.09600000	-0.17830339	0.17667323
0.09700000	0.25928888	0.12213952
0.09800000	0.60820621	0.09854823
0.09900000	0.81517595	0.10882135
0.10000000	0.83304626	0.15277436
0.10100000	0.65997171	0.22428642
0.10200000	0.32246554	0.29149237
0.10300000	-0.12847564	0.34479576
0.10400000	-0.52316070	0.37084767
0.10500000	-0.80585629	0.36540353
0.10600000	-0.86980194	0.33040109
0.10700000	-0.70512426	0.27103838
0.10800000	-0.38361222	0.20687746
0.10900000	0.04915108	0.14751476
0.11000000	0.44199064	0.11251231
0.11100000	0.73554379	0.10706816
0.11200000	0.85202384	0.13327387
0.11300000	0.77396035	0.18719243
0.11400000	0.50975025	0.25132260
0.11500000	0.10060900	0.31616017
0.11600000	-0.32304996	0.35992864
0.11700000	-0.70081818	0.37629184
0.11800000	-0.87336981	0.35885212
0.11900000	-0.81643701	0.31040847
0.12000000	-0.56732899	0.24612451
0.12100000	-0.15997170	0.17525837
0.12200000	0.25366017	0.12561515
0.12300000	0.61195868	0.10442298
0.12400000	0.81517595	0.11611097
0.12500000	0.83153909	0.15911049
0.12600000	0.65498894	0.22031865
0.12700000	0.31422243	0.29060039
0.12800000	-0.10605315	0.34608760
0.12900000	-0.54493725	0.37881398
0.13000000	-0.81114668	0.37589198
0.13100000	-0.86740279	0.33772147
0.13200000	-0.71472073	0.27928150
0.13300000	-0.37330830	0.20903051
0.13400000	0.03478716	0.15074433
0.13500000	0.44937253	0.11318897
0.13600000	0.73717397	0.10734498
0.13700000	0.85396159	0.13398130
0.13800000	0.77325296	0.18654650
0.13900000	0.50876600	0.25744340
0.14000000	0.11515748	0.31880537
0.14100000	-0.34974778	0.36180487
0.14200000	-0.69189835	0.37333909
0.14300000	-0.86318898	0.35153174
0.14400000	-0.81572956	0.30499509
0.14500000	-0.55484128	0.24080339
0.14600000	-0.17845719	0.17651944
0.14700000	0.25851992	0.12137057
0.14800000	0.61069757	0.10085507
0.14900000	0.82495695	0.11783341
0.15000000	0.83975148	0.16175567
0.15100000	0.65332800	0.22659326
0.15200000	0.31271529	0.29056963
0.15300000	-0.13093626	0.34387302
0.15400000	-0.52223796	0.37318528
0.15500000	-0.80493355	0.37438485
0.15600000	-0.87210876	0.33938238
0.15700000	-0.71413630	0.27334523
0.15800000	-0.39277804	0.20610851
0.15900000	0.04607530	0.14736098
0.16000000	0.44522023	0.11251231
0.16100000	0.74544781	0.10706816
0.16200000	0.85866755	0.13327387
0.16300000	0.76725519	0.18719243
0.16400000	0.50000000	0.25132260
0.16500000	0.09811762	0.31616017
0.16600000	-0.32212722	0.36008242
0.16700000	-0.69989544	0.37706077
0.16800000	-0.87570745	0.35654527
0.16900000	-0.82544905	0.30139640
0.17000000	-0.57631028	0.23711245
0.17100000	-0.16227855	0.17292076
0.17200000	0.25442913	0.12638411
0.17300000	0.61211246	0.10457677
0.17400000	0.81517595	0.11611097
0.17500000	0.83153909	0.15911049
0.17600000	0.65498894	0.22031865
0.17700000	0.31422243	0.29060039
0.17800000	-0.10605315	0.34608760
0.17900000	-0.54493725	0.37881398
0.18000000	-0.81114668	0.37589198
0.18100000	-0.86740279	0.33772147
0.18200000	-0.71472073	0.27928150
0.18300000	-0.37330830	0.20903051
0.18400000	0.03478716	0.15074433
0.18499999	0.44937253	0.11318897
0.18599999	0.73717397	0.10734498
0.18699999	0.85396159	0.13398130
0.18799999	0.77325296	0.18654650
0.18899999	0.50876600	0.25744340
0.18999999	0.11515748	0.31880537
0.19099999	-0.34974778	0.36180487
0.19199999	-0.69189835	0.37349287
0.19299999	-0.86318898	0.35230067
0.19399999	-0.81572956	0.30265749
0.19499999	-0.55484128	0.23179133
0.19599999	-0.17830339	0.16750738
0.19699999	0.25928888	0.11906373
0.19799999	0.60820621	0.10162401
0.19899999	0.81517595	0.11798720
0.19999999	0.83304626	0.16175567
0.20099999	0.65997171	0.22659326
0.20199999	0.32246554	0.29072341
0.20299999	-0.12847564	0.34464198
0.20399999	-0.52300692	0.37084767
0.20499999	-0.80508733	0.36540353
0.20599999	-0.87210876	0.33040109
0.20699999	-0.71413630	0.27103838
0.20799999	-0.39262426	0.20687746
0.20899999	0.04684424	0.14751476
0.20999999	0.44275960	0.11251231
0.21099999	0.73569757	0.10706816
0.21199999	0.85217768	0.13327387
0.21299999	0.77472931	0.18719243
0.21399999	0.50728959	0.25132260
0.21499999	0.09082800	0.31616017
0.21599999	-0.32972440	0.35992864
0.21699999	-0.69414371	0.37629184
0.21799999	-0.86346579	0.35885212
0.21899999	-0.81320745	0.31040847
0.21999999	-0.57040477	0.24612451
0.22099999	-0.16910680	0.17525837
0.22199999	0.24470964	0.12561515
0.22299999	0.60965180	0.10442298
0.22399999	0.81594485	0.11611097
0.22499999	0.83169293	0.15911049
0.22599999	0.65498894	0.22047244
0.22699999	0.31422243	0.29136935
0.22799999	-0.10605315	0.34378076
0.22899999	-0.54493725	0.36980191
0.22999999	-0.81114668	0.36687991
0.23099999	-0.86740279	0.33541462
0.23199999	-0.71472073	0.28005046
0.23299999	-0.37330830	0.20918430
0.23399999	0.03478716	0.15074433
0.23499999	0.44937253	0.11318897
0.23599999	0.73717397	0.10734498
0.23699999	0.85396159	0.13398130
0.23799999	0.77325296	0.18654650
0.23899999	0.50876600	0.25744340
0.23999999	0.11500369	0.31880537
0.24099999	-0.35051674	0.36180487
0.24199999	-0.68943775	0.37333909
0.24299999	-0.85343874	0.35153174
0.24399999	-0.80908585	0.30499509
0.24499999	-0.56151575	0.24080339
0.24599999	-0.18808439	0.17651944
0.24699999	0.25679749	0.12137057
0.24799999	0.60897517	0.10085507
0.24899999	0.81536049	0.11783341
0.24999999	0.83304626	0.16175567
0.25099999	0.65997171	0.22659326
0.25199999	0.32246554	0.29072341
0.25299999	-0.12847564	0.34464198
0.25399999	-0.52300692	0.37084767
0.25499999	-0.80508733	0.36540353
0.25599999	-0.87210876	0.33040109
0.25699999	-0.71413630	0.27103838
0.25799999	-0.39262426	0.20687746
0.25899999	0.04684424	0.14751476
0.25999999	0.44291338	0.11251231
0.26099999	0.73646653	0.10706816
0.26199999	0.84968626	0.13327387
0.26299999	0.76494831	0.18719243
0.26399999	0.50061518	0.25132260
0.26499999	0.09753322	0.31616017
0.26599999	-0.31982037	0.35992864
0.26699999	-0.69091409	0.37629184
0.26799999	-0.86669534	0.35885212
0.26899999	-0.82311147	0.31040847
0.26999999	-0.57707924	0.24612451
0.27099999	-0.16243233	0.17525837
0.27199999	0.25442913	0.12561515
0.27299999	0.61211246	0.10442298
0.27399999	0.81517595	0.11611097
0.27499999	0.83153909	0.15911049
0.27599999	0.65498894	0.22047244
0.27699999	0.31422243	0.29136935
0.27799999	-0.10605315	0.34378076
0.27899999	-0.54493725	0.36980191
0.27999999	-0.81114668	0.36687991
0.28099999	-0.86740279	0.33541462
0.28199999	-0.71472073	0.28005046
0.28299999	-0.37330830	0.20918430
0.28399999	0.03494094	0.15074433
0.28499999	0.45014149	0.11318897
0.28599999	0.73483634	0.10734498
0.28699999	0.84498030	0.13398130
0.28799999	0.76424092	0.18654650
0.28899999	0.50645918	0.25744340
0.28999999	0.11592643	0.31880537
0.29099999	-0.34959400	0.36180487
0.29199999	-0.69189835	0.37333909
0.29299999	-0.86318898	0.35153174
0.29399999	-0.81572956	0.30499509
0.29499999	-0.55484128	0.24080339
